word,uzbek,rus,example,audio_url,image_url
bookshop,kitob do'koni,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/bookshop--_gb_1.mp3,https://www.collinsdictionary.com/images/full/bookshop_428131492.jpg
quiet,tinch,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/quiet--_gb_1.mp3,https://images.pexels.com/photos/3768723/pexels-photo-3768723.jpeg?auto=compress&cs=tinysrgb&h=350
hold on,ushlab turmoq,держаться,You should hold the driver so you don’t fall off!,,
Chinese,xitoylik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/chinese--_gb_1.mp3,https://uhlibraries.pressbooks.pub/app/uploads/sites/66/2023/02/kiyoshiota-gettyimages-129941726-1-300x168.jpg
group,guruh,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/group--_gb_1.mp3,https://img.freepik.com/free-photo/people-office-work-day_23-2150690162.jpg?semt=ais_items_boosted&w=740
coat,palto,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/coat--_gb_1.mp3,https://images.pexels.com/photos/158648/girl-coat-old-coat-brown-coat-158648.jpeg?auto=compress&cs=tinysrgb&h=350
independence,mustaqillik,независимость,India celebrated 50 years of independence.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/independence--_gb_1.mp3,https://images.pexels.com/photos/356844/pexels-photo-356844.jpeg?auto=compress&cs=tinysrgb&h=350
astronaut,kosmonavt,,all astronauts learn their jobs,https://ssl.gstatic.com/dictionary/static/sounds/oxford/astronaut--_gb_1.mp3,https://images.pexels.com/photos/41162/moon-landing-apollo-11-nasa-buzz-aldrin-41162.jpeg?auto=compress&cs=tinysrgb&h=350
Important,muhim,,Which one's more important,https://ssl.gstatic.com/dictionary/static/sounds/oxford/important--_gb_1.mp3,https://images.pexels.com/photos/7213433/pexels-photo-7213433.jpeg?auto=compress&cs=tinysrgb&h=350
heater,isitgich,������������,There�s a heater in the room.,,
mushroom,qo‘ziqorin,грибы,Do you have any mushrooms?,,
clear,"aniq, toza",,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/clear--_gb_1.mp3,https://images.pexels.com/photos/2499417/pexels-photo-2499417.jpeg?auto=compress&cs=tinysrgb&h=350
earn,pul ishlamoq,,She earns a lot of money,https://ssl.gstatic.com/dictionary/static/sounds/oxford/earn--_gb_1.mp3,https://images.pexels.com/photos/18066309/pexels-photo-18066309.jpeg?auto=compress&cs=tinysrgb&h=350
suit,"kostyum, mos kelmoq",,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/suit--_gb_1.mp3,https://images.pexels.com/photos/1096849/pexels-photo-1096849.jpeg?auto=compress&cs=tinysrgb&h=350
easy,oson,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/easy--_gb_1.mp3,https://st2.depositphotos.com/3643473/8094/i/950/depositphotos_80948524-stock-photo-person-with-easy-button.jpg
high,baland,высокий,Did you have a high score in your last test?,https://ssl.gstatic.com/dictionary/static/sounds/oxford/high--_gb_1.mp3,https://images.pexels.com/photos/443383/pexels-photo-443383.jpeg?auto=compress&cs=tinysrgb&h=350
oven,pech,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/oven--_gb_1.mp3,https://www.ikea.com/de/en/images/products/mataelskare-forced-air-oven-ikea-300-stainless-steel__0869536_pe715247_s5.jpg?f=s
fruit,meva,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/fruit--_gb_1.mp3,"https://m.media-amazon.com/images/I/91EDwCR0D7L._UF1000,1000_QL80_.jpg"
slow,sekin,медленный,Why is this train so slow?,,
easy,oson,лёгкий,It’s easy to find a flat in my town.,,
player,o‘yinchi,игрок,"In individual sports, there is usually a team helping the player.",https://ssl.gstatic.com/dictionary/static/sounds/oxford/player--_gb_1.mp3,https://images.pexels.com/photos/267761/pexels-photo-267761.jpeg?auto=compress&cs=tinysrgb&h=350
believe,ishonmoq,верить,They believed their snake money helped them to stay safe.,,
miss,kech qolmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/miss--_gb_1.mp3,https://globalsymbols.com/uploads/production/image/imagefile/20006/17_20007_95436760-f125-4849-98eb-7f52e0951489.png
another,yana bir,������,You can have another room.,,
jeans,jinsi shim,,Lala is wearing jeans.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/jeans--_gb_1.mp3,https://images.pexels.com/photos/4210866/pexels-photo-4210866.jpeg?auto=compress&cs=tinysrgb&h=350
heavy,og‘ir,тяжёлый,It’s big and very heavy.,,
grandson,nabira oâgâil,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/grandson--_gb_1.mp3,https://www.shutterstock.com/image-photo/piggyback-portrait-love-grandpa-boy-260nw-2490739327.jpg
quite,juda/anchagina,довольно,It is quite far from the usual tourist spots.,,
scientific,ilmiy,,The bird island is an important research centre,https://ssl.gstatic.com/dictionary/static/sounds/oxford/scientific--_gb_1.mp3,https://images.pexels.com/photos/256262/pexels-photo-256262.jpeg?auto=compress&cs=tinysrgb&h=350
hospital,shifoxona,больница,She works in a hospital.,,
