word,uzbek,rus,example,audio_url,image_url
bedroom,yotoqxona,,"In my house, there are three bedrooms.",https://ssl.gstatic.com/dictionary/static/sounds/oxford/bedroom--_gb_1.mp3,https://images.pexels.com/photos/271743/pexels-photo-271743.jpeg?auto=compress&cs=tinysrgb&h=350
sweetcorn,shirin makkajo'xori,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sweetcorn--_us_1.mp3,https://www.thefruitfields.co.uk/wp-content/uploads/2020/05/Sweetcorn-400-350x161.png
colourful,rang-barang,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/colourful--_gb_1.mp3,https://images.freeimages.com/365/images/previews/9e1/colourful-bright-ink-splat-design-vector-12348.jpg
plate,likopcha,тарелка,I have a beautiful old set of plates.,,
umbrella,zontik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/umbrella--_gb_1.mp3,https://images.pexels.com/photos/1715161/pexels-photo-1715161.jpeg?auto=compress&cs=tinysrgb&h=350
tour,ekskursiya,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tour--_gb_1.mp3,https://www.visitberlin.de/system/files/styles/visitberlin_bleed_header_visitberlin_mobile_1x/private/image/Bus_10-Potsdamer-Platz_c_visitBerlin_Foto_Lukas_Spoerl_DL_PPT_0.jpg.jpg?itok=yBTz4ivs
routine,kundalik tartib,режим/рутина,New gadgets can help us change our routine.,,
food processor,ovqat tayyorlash uskunasi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/food processor--_gb_1.mp3,https://images.ctfassets.net/0e6jqcgsrcye/5Te1u6qeZNdEzwnOSQYHlj/58e01d5f4c84ec4ff702aff975e7a899/PLP-food-processors-benefits-prep-everything-effortlessly_B.jpg
Polish,polyak,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/polish--_gb_1.mp3,https://www.optilingo.com/wp-content/uploads/2020/09/flag-792067_1280-scaled.jpg
chef,bosh oshpaz,,She cooks at a restauranr. He's a chef,https://ssl.gstatic.com/dictionary/static/sounds/oxford/chef--_gb_1.mp3,https://images.pexels.com/photos/2403391/pexels-photo-2403391.jpeg?auto=compress&cs=tinysrgb&h=350
son,oâgâil,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/son--_gb_1.mp3,https://www.debscallyphotography.com/wp-content/uploads/2022/01/11-1218-post/Nashville-Family-Photography-Bailey-19.jpg
simple,oddiy,простой,I enjoy a simple life.,,
address,manzil,,write down your address,https://ssl.gstatic.com/dictionary/static/sounds/oxford/address--_gb_1.mp3,https://images.pexels.com/photos/3951845/pexels-photo-3951845.jpeg?auto=compress&cs=tinysrgb&h=350
fridge,muzlatgich,�����������,There�s a small kitchen with a fridge and microwave.,,
professor ,professor,,Melanie is a professor,https://ssl.gstatic.com/dictionary/static/sounds/oxford/professor--_gb_1.mp3,https://images.pexels.com/photos/1708912/pexels-photo-1708912.jpeg?auto=compress&cs=tinysrgb&h=350
lemon,limon,лимон,There are only 17 calories in a lemon.,,
dangerously,xavfli tarzda,опасно,You’re driving dangerously.,,
opposite,qarama-qarshi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/opposite--_gb_1.mp3,https://c8.alamy.com/comp/2J4NG3F/opposite-english-words-for-kids-illustration-2J4NG3F.jpg
for hours,soatlab,������,He can listen to the Beatles for hours.,,
shout,baqirmoq,кричать,When was the last time you shouted at someone?,,
carpet,gilam,ковёр,There’s a red carpet on the floor.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/carpet--_gb_1.mp3,https://images.pexels.com/photos/2480395/pexels-photo-2480395.jpeg?auto=compress&cs=tinysrgb&h=350
penguin,pingvin,,Melanie studies penguins,https://ssl.gstatic.com/dictionary/static/sounds/oxford/penguin--_gb_1.mp3,https://images.pexels.com/photos/1299391/pexels-photo-1299391.jpeg?auto=compress&cs=tinysrgb&h=350
return,orqaga qaytish,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/return--_gb_1.mp3,https://media.istockphoto.com/id/900591912/de/vektor/vektor-icon-zur%C3%BCckgegeben.jpg?s=612x612&w=0&k=20&c=QuO_nKlpnIx8_y5PvY_jflc3htIzE7_ajRcnjDQv-zE=
temple,ibodatxona,храм,Please don’t take photographs inside the temple.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/temple--_gb_1.mp3,https://images.pexels.com/photos/1583244/pexels-photo-1583244.jpeg?auto=compress&cs=tinysrgb&h=350
spoon,qoshiq,ложка,Mix the water and flour in a bowl with a spoon.,,
seal,tyulen,,Sven studies seals,https://ssl.gstatic.com/dictionary/static/sounds/oxford/seal--_gb_1.mp3,https://images.pexels.com/photos/4751278/pexels-photo-4751278.jpeg?auto=compress&cs=tinysrgb&h=350
rainy,yomg‘irli,дождливый,It’s cloudy and rainy here today.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/rainy--_gb_1.mp3,https://images.pexels.com/photos/1715161/pexels-photo-1715161.jpeg?auto=compress&cs=tinysrgb&h=350
umbrella,soyabon,зонт,She’s carrying an umbrella.,,
nephew,jiyan (oâgâil),,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/nephew--_gb_1.mp3,https://cdn.langeek.co/photo/28137/original/nephew?type=jpeg
reading glasses,o‘qish ko‘zoynagi,очки для чтения,She is wearing her reading glasses.,,
