word,uzbek,rus,example,audio_url,image_url
city break,shahar sayohati,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/city break--_gb_1.mp3,https://aro.co.uk/wp-content/uploads/2021/10/Young-girl-with-camera-in-hand-standing-on-the-hill-looking-on-the-cathedral-Vatican-1.png
fry,qovurmoq,жарить,"For breakfast, I often fry bacon.",,
fridge,sovutgich,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/fridge--_gb_1.mp3,https://www.ikea.com/de/en/images/products/alingsas-fridge-freezer-ikea-500-freestanding-stainless-steel__1218105_pe913139_s5.jpg?f=s
piano,pianino,,I can play a piano,https://ssl.gstatic.com/dictionary/static/sounds/oxford/piano--_gb_1.mp3,https://images.pexels.com/photos/164743/pexels-photo-164743.jpeg?auto=compress&cs=tinysrgb&h=350
big,katta,большой,I need a big desk to work on.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/big--_gb_1.mp3,https://images.pexels.com/photos/1054666/pexels-photo-1054666.jpeg?auto=compress&cs=tinysrgb&h=350
post,yubormoq,отправлять,When was the last time you posted a letter?,,
castle,qal'a,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/castle--_gb_1.mp3,https://www.datocms-assets.com/34574/1631185470-neuschwanstein-castle.jpg?auto=format&fit=max&w=1200
drink,ichmoq,пить,Drink eight glasses of water a day.,,
get,olmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/get--_gb_1.mp3,https://images.pexels.com/photos/3991987/pexels-photo-3991987.jpeg
careful,ehtiyotkorona,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/careful--_gb_1.mp3,https://images.pexels.com/photos/19239092/pexels-photo-19239092.jpeg?auto=compress&cs=tinysrgb&h=350
tour,ekskursiya,тур,These are the instructions for tomorrow’s tour.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tour--_gb_1.mp3,https://images.pexels.com/photos/2161449/pexels-photo-2161449.jpeg?auto=compress&cs=tinysrgb&h=350
apartment,kvartira,квартира,Do you prefer to stay in a hotel or rent an apartment?,,
lab,laboratoriya,,he works in a lab every afternoon,https://ssl.gstatic.com/dictionary/static/sounds/oxford/lab--_gb_1.mp3,https://images.pexels.com/photos/248152/pexels-photo-248152.jpeg?auto=compress&cs=tinysrgb&h=350
Russian,rus,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/russian--_gb_1.mp3,https://www.atlanticcouncil.org/wp-content/uploads/2024/01/2023-09-29T150358Z_1760665048_RC2DI3AQ3UQ6_RTRMADP_3_UKRAINE-CRISIS-MOSCOW-RALLY-scaled.jpg
black and white,oq-qora,черно-белый,The film The Artist is black and white.,,https://images.pexels.com/photos/6011998/pexels-photo-6011998.png?auto=compress&cs=tinysrgb&h=350
mild,yumshoq,мягкий,They have mild weather on the island.,,
arrive,yetib kelmoq,���������,I arrive in Barcelona at four o�clock.,,
alone,yolg'iz,,he often works alone,https://ssl.gstatic.com/dictionary/static/sounds/oxford/alone--_gb_1.mp3,https://images.pexels.com/photos/2865901/pexels-photo-2865901.jpeg?auto=compress&cs=tinysrgb&h=350
map,xarita,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/map--_gb_1.mp3,https://images.photowall.com/products/60671/political-world-map-1.jpg?h=699&q=85
correctly,aniqlik bilan,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/correctly--_gb_1.mp3,https://images.pexels.com/photos/6069605/pexels-photo-6069605.jpeg?auto=compress&cs=tinysrgb&h=350
railway station,temir yo‘l vokzali,железнодорожный вокзал,There isn’t a railway station.,https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056223277-lauren.mp3,https://images.pexels.com/photos/2272839/pexels-photo-2272839.jpeg?auto=compress&cs=tinysrgb&h=350
building,bino,здание,It’s a modern building.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/building--_gb_1.mp3,https://images.pexels.com/photos/443383/pexels-photo-443383.jpeg?auto=compress&cs=tinysrgb&h=350
begun,boshlangan,начавшийся,I think they’ve already begun.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/begun--_gb_1.mp3,https://images.pexels.com/photos/45718/pexels-photo-45718.jpeg?auto=compress&cs=tinysrgb&h=350
boil,qaynamoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/boil--_gb_1.mp3,https://www.marthastewart.com/thmb/wWPT39YMvsXLN8z8K2kxI2FdY1I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ms-rolling-boil-getty-e17b502669e646f5a7ab3ba92b969fe5.jpg
passport,pasport,паспорт,You usually need your passport to travel.,,
flat,kvartira,квартира,I live in a flat.,,
clean,toza / tozalamoq,������ / �������,The rooms in the hotel are clean.,,
tidy,tartibli,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tidy--_gb_1.mp3,https://completewellbeing.com/wp-content/uploads/2016/09/zen-and-the-art-of-house-cleaning-1.jpg
instructions,ko‘rsatmalar,инструкции,Here are the instructions.,https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056288057-lauren.mp3,https://images.pexels.com/photos/7092351/pexels-photo-7092351.jpeg?auto=compress&cs=tinysrgb&h=350
tidy,ozoda,аккуратный,Are you a tidy person?,,
