word,uzbek,rus,example,audio_url,image_url
lie,yotmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/lie--_gb_1.mp3,https://www.nationaldizzyandbalancecenter.com/wp-content/uploads/2021/06/Man-lying-on-couch-holding-hand-to-head.jpg
queue,navbat,очередь,You have to stand in a queue.,,
salad,salat,салат,"Can I have some salad with that as well, please?",,
fridge,muzlatkich,холодильник,The fridge is next to the sink.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/fridge--_gb_1.mp3,https://images.pexels.com/photos/3230214/pexels-photo-3230214.jpeg?auto=compress&cs=tinysrgb&h=350
golf course,golf maydoni,���� ��� ������,There�s a golf course near the town.,,
between,o‘rtasida,между,My flat’s on the fourth floor of a building between Delancey Street and Grand Street.,,
skirt,yubka,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/skirt--_gb_1.mp3,https://images.pexels.com/photos/1007017/pexels-photo-1007017.jpeg?auto=compress&cs=tinysrgb&h=350
jog,yugurmoq,бегать,I jog every morning.,,
dinner,kechki ovqat,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/dinner--_gb_1.mp3,"https://media-cldnry.s-nbcnews.com/image/upload/t_fit-1500w,f_auto,q_auto:best/newscms/2019_05/2736521/190131-stock-taco-bar-food-ew-1220p.jpg"
concert,kontsert,концерт,He gave his first big concert in Tokyo.,https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056422190-lauren.mp3,https://images.pexels.com/photos/196652/pexels-photo-196652.jpeg?auto=compress&cs=tinysrgb&h=350
drink,ichimlik,�������,Are there any drinks in the fridge?,,
calm,tinch,,he's a very calm person,https://ssl.gstatic.com/dictionary/static/sounds/oxford/calm--_gb_1.mp3,https://images.pexels.com/photos/312839/pexels-photo-312839.jpeg?auto=compress&cs=tinysrgb&h=350
play,pьesa/о‘ynamoq,пьеса/играть,I love going to the theatre to see a play.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/play--_gb_1.mp3,https://images.pexels.com/photos/36965/pexels-photo.jpg?auto=compress&cs=tinysrgb&h=350
clean,toza,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/clean--_gb_1.mp3,https://png.pngtree.com/png-clipart/20230814/original/pngtree-opposite-adjectives-dirty-and-clean-happy-illustration-small-vector-picture-image_10627150.png
father,ota,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/father--_gb_1.mp3,https://cdn2.momjunction.com/wp-content/uploads/2022/03/Father-Son-Songs.jpg.webp
hat,bosh kiyim,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/hat--_gb_1.mp3,https://images.pexels.com/photos/984619/pexels-photo-984619.jpeg?auto=compress&cs=tinysrgb&h=350
sightseeing,sayyohlik tomosha,осмотр достопримечательностей,We don’t go sightseeing.,,
vegetable,sabzavot,овощ,The chicken comes with vegetables or salad.,,
fork,vilka,вилка,There are knives and forks on the table.,,
sink,rakovina,раковина,"In the kitchen, there’s a sink.",,
physical,jismoniy,физический,Do physical jobs around the house.,,
in front of,oldida,перед,It’s on the floor in front of the window.,,
soil,tuproq,почва,You need to plant these flowers in good soil.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/soil--_gb_1.mp3,https://images.pexels.com/photos/1002703/pexels-photo-1002703.jpeg?auto=compress&cs=tinysrgb&h=350
brother,aka/uka,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/brother--_gb_1.mp3,https://www.shutterstock.com/image-photo/two-happy-boys-brothers-who-600nw-1738136738.jpg
old,eski,старый,I live in an old town.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/old--_gb_1.mp3,https://images.pexels.com/photos/1642883/pexels-photo-1642883.jpeg?auto=compress&cs=tinysrgb&h=350
dishwasher,idish yuvish mashinasi,посудомоечная машина,The dishwasher is under the sink.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/dishwasher--_gb_1.mp3,https://images.pexels.com/photos/1447956/pexels-photo-1447956.jpeg?auto=compress&cs=tinysrgb&h=350
perfect ,mukammal,,His english is perfect,https://ssl.gstatic.com/dictionary/static/sounds/oxford/perfect--_gb_1.mp3,https://images.pexels.com/photos/2398220/pexels-photo-2398220.jpeg?auto=compress&cs=tinysrgb&h=350
watch,tomosha qilmoq,смотреть,She watched them playing tennis.,,
garage,garaj,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/garage--_gb_1.mp3,https://www.lyngsoe.de/media/baclaajh/una-garage-isopanel-beklaedning.jpg?height=350
simple,oddiy,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/simple--_gb_1.mp3,https://images.pexels.com/photos/963486/pexels-photo-963486.jpeg?auto=compress&cs=tinysrgb&h=350
