word,uzbek,rus,example,audio_url,image_url
stage,sahna,сцена,We sat very close to the stage.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/stage--_gb_1.mp3,https://images.pexels.com/photos/391535/pexels-photo-391535.jpeg?auto=compress&cs=tinysrgb&h=350
helmet,shlem,шлем,Your driver has to give you a helmet.,,
old-fashioned,eskicha,старомодный,My house is very old-fashioned.,,
meat,go'sht,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/meat--_gb_1.mp3,https://images.pexels.com/photos/769290/pexels-photo-769290.jpeg?auto=compress&cs=tinysrgb&h=350
trainers,krossovkalar,кроссовки,He is wearing trainers.,,
information ,ma'lumot,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/information--_gb_1.mp3,https://images.pexels.com/photos/177598/pexels-photo-177598.jpeg?auto=compress&cs=tinysrgb&h=350
recommend,tavsiya qilmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/recommend--_gb_1.mp3,https://images.pexels.com/photos/8846713/pexels-photo-8846713.jpeg?auto=compress&cs=tinysrgb&h=350
designer,dizayner,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/designer--_gb_1.mp3,https://media.istockphoto.com/id/1170261026/photo/young-fashion-designer.jpg?s=612x612&w=0&k=20&c=3WNNMnJeuSzOb3akFHZJX2PbbMEPtl_L_ocYV7S007c=
blind,ko‘r,слепой,Nobuyuki Tsujii was born blind.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/blind--_gb_1.mp3,https://images.pexels.com/photos/906018/pexels-photo-906018.jpeg?auto=compress&cs=tinysrgb&h=350
bedroom,yotoqxona,�������,The bedrooms are very cold.,,
capital,poytaxt,столица,Coober Pedy is the opal capital of the world.,,
capital,poytaxt,столица,Coober Pedy is the opal capital of the world.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/capital--_gb_1.mp3,https://images.pexels.com/photos/34805278/pexels-photo-34805278.jpeg?auto=compress&cs=tinysrgb&h=350
opinion,fikr,мнение,"What’s your opinion, Jan?",,
jam,murabbo,варенье,Do you have any jam?,,
sculpture,haykal,скульптура,I thought the sculptures in the park were a bit boring.,,
snow,qor,снег,There was a lot of snow last night.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/snow--_gb_1.mp3,https://images.pexels.com/photos/688660/pexels-photo-688660.jpeg?auto=compress&cs=tinysrgb&h=350
travel,sayohat qilmoq,путешествовать,You need a passport to travel there.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/travel--_gb_1.mp3,https://images.pexels.com/photos/1008155/pexels-photo-1008155.jpeg?auto=compress&cs=tinysrgb&h=350
Pakistani,pokistonlik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/pakistani--_gb_1.mp3,https://plus.unsplash.com/premium_photo-1691030254390-aa56b22e6a45?fm=jpg&q=60&w=3000&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8cGFraXN0YW5pJTIwbWFufGVufDB8fDB8fHww
suit,kostyum,костюм,Paul is wearing a suit.,,
paint,bo‘lamoq,красить,Paint the classrooms.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/paint--_gb_1.mp3,https://images.pexels.com/photos/3991396/pexels-photo-3991396.png?auto=compress&cs=tinysrgb&h=350
plate,tarelka,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/plate--_gb_1.mp3,https://withinmood.com/cdn/shop/files/withinmood_Plate_Set_moody_01_c38b6ebe-12a7-4724-a00e-9c31cf1de77e.jpg?v=1734253038&width=2425
collect,yig‘moq,собирать,The owner was very happy when he collected his lost money.,,
went,bordim (go),пошёл,He went there last week.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/went--_gb_1.mp3,https://images.pexels.com/photos/1656563/pexels-photo-1656563.jpeg?auto=compress&cs=tinysrgb&h=350
temple,ibodatxona,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/temple--_gb_1.mp3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/91/58/84/perth-hindu-temple.jpg?w=900&h=500&s=1
aunt,xola/amma,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/aunt--_gb_1.mp3,https://www.thoughtco.com/thmb/cB3WuMN553wi2Rhp0yEO0hNDKFY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/toddler-and-her-aunt-puffing-out-their-cheeks-456343003-59c6f4d00d327a001148e3ed.jpg
furniture,mebel,мебель,My furniture is mostly old.,,
eyesight,ko'rish qobiliyati,,i have an eyesight problem,https://ssl.gstatic.com/dictionary/static/sounds/oxford/eyesight--_gb_1.mp3,https://images.pexels.com/photos/946727/pexels-photo-946727.jpeg?auto=compress&cs=tinysrgb&h=350
market,bozor,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/market--_gb_1.mp3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/27/38/e4/photo0jpg.jpg?w=1200&h=-1&s=1
bedroom,yotoqxona,�������,The bedrooms are very cold.,,
correct,"togri, aniq",,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/correct--_gb_1.mp3,https://images.pexels.com/photos/5752277/pexels-photo-5752277.jpeg?auto=compress&cs=tinysrgb&h=350
