word,uzbek,rus,example,audio_url,image_url
roast,qovurmoq/pechda pishirmoq,жарить/запекать,"To roast meat, you need a very hot oven.",,
musical,mюzikal,мюзикл,I’ve been to see all the big musicals.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/musical--_gb_1.mp3,https://images.pexels.com/photos/191240/pexels-photo-191240.jpeg?auto=compress&cs=tinysrgb&h=350
sink,rakovina,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sink--_gb_1.mp3,"https://m.media-amazon.com/images/I/71fddLztEYL._UF894,1000_QL80_.jpg"
cube,kubik,кубик,Can I have some beef cubes?,,
given,berilgan,данный,Have you given him the front door key?,https://ssl.gstatic.com/dictionary/static/sounds/oxford/given--_gb_1.mp3,https://images.pexels.com/photos/10195687/pexels-photo-10195687.jpeg?auto=compress&cs=tinysrgb&h=350
class,sinf,,classes start agin at half past seven,https://ssl.gstatic.com/dictionary/static/sounds/oxford/class--_gb_1.mp3,https://images.pexels.com/photos/5427817/pexels-photo-5427817.jpeg?auto=compress&cs=tinysrgb&h=350
survey,so'rov,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/survey--_gb_1.mp3,https://www.dragnsurvey.com/blog/de/wp-content/uploads/2024/12/umfrage-app.jpg
bank,bank,банк,Where’s the bank?,,
twin,egizak,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/twin--_gb_1.mp3,https://raisingchildren.net.au/__data/assets/image/0031/49189/twins-fraternal-and-identicalnarrow.jpg
tennis,tennis,теннис,People play tennis in my local park.,,
serious,jiddiy,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/serious--_gb_1.mp3,https://images.pexels.com/photos/733500/pexels-photo-733500.jpeg?auto=compress&cs=tinysrgb&h=350
annually,yillik ravishda,ежегодно,It’s better to visit your dentist every six months than to go annually.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/annually--_gb_1.mp3,https://images.pexels.com/photos/34860480/pexels-photo-34860480.jpeg?auto=compress&cs=tinysrgb&h=350
museum,muzey,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/museum--_gb_1.mp3,https://3landesmuseen-braunschweig.de/assets/_processed_/d/3/csm_herzog-anton-ulrich-museum_gemaeldegalerie_gruen_14aabbb1e4.jpg
live,yashamoq,жить,The Lobi people of ancient Ghana lived as farmers.,,
British,Britaniyalik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/british--_gb_1.mp3,https://media.istockphoto.com/id/469034955/photo/big-ben-and-union-jack-flag-in-england.jpg?s=612x612&w=0&k=20&c=vRQAwSnT2BPt9pJpqog7odZGSemDIVtJpwcPLHblggI=
big,katta,,I need a big desk to work on.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/big--_gb_1.mp3,https://images.pexels.com/photos/460672/pexels-photo-460672.jpeg?auto=compress&cs=tinysrgb&h=350
rain,yomg‘ir,дождь,It's cloudy this morning but we don’t expect rain.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/rain--_gb_1.mp3,https://images.pexels.com/photos/39811/pexels-photo-39811.jpeg?auto=compress&cs=tinysrgb&h=350
museum,muzey,музей,There’s a museum about the history of the town.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/museum--_gb_1.mp3,https://images.pexels.com/photos/1674049/pexels-photo-1674049.jpeg?auto=compress&cs=tinysrgb&h=350
dangerously,"havfli, hatarli ravishda",,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/dangerously--_gb_1.mp3,https://images.pexels.com/photos/34544449/pexels-photo-34544449.jpeg?auto=compress&cs=tinysrgb&h=350
bath,vanna,�����,Has our room got a bath?,,
mountain,tog‘,гора,We prefer to stay in the mountains.,,
mix,aralashtirmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/mix--_gb_1.mp3,"https://transcode-v2.app.engoo.com/image/fetch/f_auto,c_lfill,h_128,dpr_3/https://assets.app.engoo.com/images/48olqOcSFO2EKG2SkVlx6x.png"
strong,kuchli,сильный,You are probably a strong person.,,
notice,sezmoq,замечать,He noticed a bag between the seats.,,
armchair,kreslo,кресло,There’s an armchair in the living room.,,
musician,musiqachi,,my cousin is a singer and a musician as well,https://ssl.gstatic.com/dictionary/static/sounds/oxford/musician--_gb_1.mp3,https://images.pexels.com/photos/977971/pexels-photo-977971.jpeg?auto=compress&cs=tinysrgb&h=350
maximum,maksimum,максимум,Only a maximum of three people can win the prize at one time.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/maximum--_gb_1.mp3,https://images.pexels.com/photos/15050870/pexels-photo-15050870.jpeg?auto=compress&cs=tinysrgb&h=350
gym,sport zal,спортзал,How often do you go to the gym?,,
band,guruҳ/band,группа,I’ve always wanted to play in a band.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/band--_gb_1.mp3,https://images.pexels.com/photos/167636/pexels-photo-167636.jpeg?auto=compress&cs=tinysrgb&h=350
wonderful,ajoyib,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/wonderful--_gb_1.mp3,https://thumb.ac-illust.com/68/685fd7e5c54fcad2254da5db9855b31a_t.jpeg
