word,uzbek,rus,example,audio_url,image_url
later,keyinchalik,,I'll see you later,https://ssl.gstatic.com/dictionary/static/sounds/oxford/later--_gb_1.mp3,https://images.pexels.com/photos/5649518/pexels-photo-5649518.jpeg?auto=compress&cs=tinysrgb&h=350
prize,sovrin,приз,He won many prizes.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/prize--_gb_1.mp3,https://images.pexels.com/photos/2881205/pexels-photo-2881205.jpeg?auto=compress&cs=tinysrgb&h=350
American,Amerikalik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/american--_gb_1.mp3,https://www.americanmanufacturing.org/wp-content/uploads/2023/02/GettyImages-576912606-1-1024x661.jpg
drum,baraban,барабан,The teacher asked the class to ‘feel’ the sound of a drum.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/drum--_gb_1.mp3,https://images.pexels.com/photos/995301/pexels-photo-995301.jpeg?auto=compress&cs=tinysrgb&h=350
ugly,xunuk,некрасивый,It’s an ugly building.,,
cooker,plita,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/cooker--_gb_1.mp3,https://www.collinsdictionary.com/images/full/cooker_96037988.jpg
ready-made,tayyor ovqat,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/ready-made--_gb_1.mp3,http://www.activatefoods.com.au/cdn/shop/articles/ready-made-meals.jpg?v=1688616426
driven,haydagan,водил,We’ve driven over 250 kilometres today.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/driven--_gb_1.mp3,https://images.pexels.com/photos/7203899/pexels-photo-7203899.jpeg?auto=compress&cs=tinysrgb&h=350
recommend,tavsiya qilmoq,рекомендовать,I recommend it to everyone.,,
trek,tog‘ yurish,поход,We like to trek in the mountains.,,
underground,yer osti,подземный,Are there any underground buildings?,,
capital,poytaxt,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/capital--_gb_1.mp3,https://www.thoughtco.com/thmb/fwC8tEiUK168DsQmMQzFOoKAWUw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/455628981-58b9dee05f9b58af5cbb3686.jpg
Mexican,mexikalik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/mexican--_gb_1.mp3,https://photos.travellerspoint.com/248510/large_02-IMG_0043-1.jpg
spoon,qoshiq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/spoon--_gb_1.mp3,https://www.thekitchenlab.de/img/bilder/artiklar/zoom/2219-30849_1.jpg?m=1736419714
taxi,taksi,такси,"Sometimes I miss my train, so I have to get a taxi.",,
campsite,lager joyi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/campsite--_gb_1.mp3,https://www.armstrongwatson.co.uk/sites/armstrongwatson.co.uk/files/news-images/2021/campsite_with_tents.jpg
helicopter,vertolyot,вертолёт,He spent just 20 minutes in a helicopter.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/helicopter--_gb_1.mp3,https://images.pexels.com/photos/87011/helicopter-army-military-war-87011.jpeg?auto=compress&cs=tinysrgb&h=350
access,kirish,������,Guests have 24-hour access to the hotel.,,
lightning,yashin,молния,There was lightning in the sky.,,
sleep,uxlamoq,,Sleep seven to eight hours a night.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sleep--_gb_1.mp3,https://images.pexels.com/photos/920380/pexels-photo-920380.jpeg?auto=compress&cs=tinysrgb&h=350
car park,avtoturargoh,��������,Is there a hotel car park?,,
receipt,kvitansiya,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/receipt--_gb_1.mp3,https://images.pexels.com/photos/5900135/pexels-photo-5900135.jpeg?auto=compress&cs=tinysrgb&h=350
fashion designer,moda dizayneri,дизайнер моды,She decided to become a fashion designer.,,
oasis,voha,оазис,Al Hasa is the largest oasis in Saudi Arabia.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/oasis--_gb_1.mp3,https://images.pexels.com/photos/58535/pexels-photo-58535.jpeg?auto=compress&cs=tinysrgb&h=350
comedy,komediya,комедия,Everybody likes comedies.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/comedy--_gb_1.mp3,https://images.pexels.com/photos/3791983/pexels-photo-3791983.jpeg?auto=compress&cs=tinysrgb&h=350
free parking,bepul avtoturargoh,���������� ��������,"The hotel has free parking, Wi-Fi and a gym.",,
miss,o‘tkazib yubormoq,пропустить,Did you miss your bus?,,
decide,qaror qilmoq,решать,Bernardo Paz decided to use the space for something different.,,
under,ostida,под,The toilet and shower are under the shelf.,,
gloves,qo‘lqop,перчатки,She has gloves on her hands.,,
