word,uzbek,rus,example,audio_url,image_url
healthy,sog‘lom,здоровый,He wanted people to be healthy.,,
typical,odatiy,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/typical--_gb_1.mp3,https://cdn.langeek.co/photo/28666/original/?type=jpeg
massive,kattakon,огромный,They live in a massive house with ten bedrooms.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/massive--_gb_1.mp3,https://images.pexels.com/photos/34782217/pexels-photo-34782217.jpeg?auto=compress&cs=tinysrgb&h=350
opposite,qarama-qarshi,напротив,The building is opposite a garage.,,
disappointed,hafsalasi pir bo‘lgan,разочарованный,I’m disappointed with this coat.,,
blow,eshmoq,дуть,The wind is blowing really hard.,,
tax,soliq,налог,I think rich people and companies should pay more tax to the government.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tax--_gb_1.mp3,https://images.pexels.com/photos/4386367/pexels-photo-4386367.jpeg?auto=compress&cs=tinysrgb&h=350
railway station,vokzal,железнодорожный вокзал,There isn’t a railway station.,,
bread,non,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/bread--_gb_1.mp3,https://www.tasteofhome.com/wp-content/uploads/2018/01/Mom-s-Italian-Bread_EXPS_TOHcom24_41847_P2_MD_04_19_2b.jpg?w=892
equipment,jihozlar,оборудование,Runners have to carry food and equipment.,,
chicken,tovuq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/chicken--_gb_1.mp3,https://upload.wikimedia.org/wikipedia/commons/8/84/Male_and_female_chicken_sitting_together.jpg
terrible,dahshatli,ужасный,It’s a terrible restaurant.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/terrible--_gb_1.mp3,https://images.pexels.com/photos/5859682/pexels-photo-5859682.jpeg?auto=compress&cs=tinysrgb&h=350
get around,harakatlanmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/get around--_gb_1.mp3,https://cdn.langeek.co/photo/53224/original/?type=jpeg
bus,avtobus,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/bus--_gb_1.mp3,https://static.vecteezy.com/system/resources/thumbnails/034/467/980/small_2x/bus-city-bus-shuttle-bus-travel-company-bus-tourist-bus-passenger-bus-yellow-bus-transparent-background-ai-generated-png.png
south,janub,юг,The best beaches are in the south.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/south--_gb_1.mp3,https://images.pexels.com/photos/34839168/pexels-photo-34839168.jpeg?auto=compress&cs=tinysrgb&h=350
city break,shaharga qisqa sayohat,короткая поездка в город,I prefer going on a city break.,,
post office,pochta,почта,Where’s the post office?,,
lighter,yengilroq,легче,I think a lighter is more important than a stove.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/lighter--_gb_1.mp3,https://images.pexels.com/photos/78778/fire-lighter-the-flame-firefox-78778.jpeg?auto=compress&cs=tinysrgb&h=350
learn,o‘rganmoq,учиться,I do sport to learn something new.,,
chemist,dorixona,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/chemist--_gb_1.mp3,https://c8.alamy.com/comp/BX948Y/a-pharmacy-in-a-uk-city-BX948Y.jpg
car mechanic,avtomexanik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/car mechanic--_gb_1.mp3,https://miro.medium.com/v2/resize:fit:4320/1*JktzC9GrA_l4yz0cCy8a5Q.jpeg
tip,choychaqa,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tip--_gb_1.mp3,https://www.star-registration.com/cdn/shop/files/tip.png?v=1724009320
sunny,quyoshli,солнечный,It’s going to be warm and sunny but not really hot.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sunny--_gb_1.mp3,https://images.pexels.com/photos/912364/pexels-photo-912364.jpeg?auto=compress&cs=tinysrgb&h=350
reply,javob qaytarmoq,,Do you have a reply for me?,https://ssl.gstatic.com/dictionary/static/sounds/oxford/reply--_gb_1.mp3,https://images.pexels.com/photos/33705554/pexels-photo-33705554.jpeg?auto=compress&cs=tinysrgb&h=350
beef,mol go‘shti,говядина,"I’d like some beef, please.",,
forest,o'rmon,,the forest is full of trees,https://ssl.gstatic.com/dictionary/static/sounds/oxford/forest--_gb_1.mp3,https://images.pexels.com/photos/1671325/pexels-photo-1671325.jpeg?auto=compress&cs=tinysrgb&h=350
changing room ,kiyim almashtirish xonasi,,,,https://images.pexels.com/photos/4162550/pexels-photo-4162550.jpeg?auto=compress&cs=tinysrgb&h=350
cinema,kinoteatr,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/cinema--_gb_1.mp3,https://t3.ftcdn.net/jpg/06/52/50/84/360_F_652508416_PMVJMXZMgnpHmlUIoEnV6xlSTojSwiQ3.jpg
receipt,chek,квитанция,Would you like a receipt?,,
bed,karavot,кровать,There’s a small table next to my bed.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/bed--_gb_1.mp3,https://images.pexels.com/photos/1034584/pexels-photo-1034584.jpeg?auto=compress&cs=tinysrgb&h=350
