word,uzbek,rus,example,audio_url,image_url
baker,novvoy,,his father's a baker,https://ssl.gstatic.com/dictionary/static/sounds/oxford/baker--_gb_1.mp3,https://images.pexels.com/photos/564883/pexels-photo-564883.jpeg?auto=compress&cs=tinysrgb&h=350
dress,koylak,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/dress--_gb_1.mp3,https://images.pexels.com/photos/1488507/pexels-photo-1488507.jpeg?auto=compress&cs=tinysrgb&h=350
ready-made,tayyor,готовый,A lot of people buy ready-made meals.,,
tradition,an'ana,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tradition--_gb_1.mp3,https://www.entriva.com/wp-content/uploads/2023/09/india_culture.jpg
sunrise,quyosh chiqishi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sunrise--_gb_1.mp3,https://christiansforsocialaction.org/wp-content/uploads/2020/01/sunrise-Jonathan-Petersson-Pexels-scaled.jpg
public transport,jamoat transporti,,What time does the public transport stop?,,https://images.pexels.com/photos/106773/pexels-photo-106773.jpeg?auto=compress&cs=tinysrgb&h=350
area,hudud,����� / �������,There�s one dining area for all the students in the flat.,,
scary,qo‘rqinchli,страшный,Sometimes you don’t want to look because they’re scary.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/scary--_gb_1.mp3,https://images.pexels.com/photos/1023044/pexels-photo-1023044.jpeg?auto=compress&cs=tinysrgb&h=350
railway,temir yo‘l,железная дорога,What can you tell me about Indian railways?,,
warm,iliq,,It’s going to be warm this afternoo,https://ssl.gstatic.com/dictionary/static/sounds/oxford/warm--_gb_1.mp3,https://images.pexels.com/photos/59598/pexels-photo-59598.jpeg?auto=compress&cs=tinysrgb&h=350
have a reservation,bron qilgan bo�lish,����� �����,I have a reservation. The name is Davis.,,
butcher’s,go‘sht do‘koni,мясная лавка,I buy meat from the butcher’s.,,
easy,oson,лёгкий,It’s easy to find a flat in my town.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/easy--_gb_1.mp3,https://images.pexels.com/photos/8626071/pexels-photo-8626071.jpeg?auto=compress&cs=tinysrgb&h=350
granddaughter,nabira qiz,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/granddaughter--_gb_1.mp3,https://gatheredagain.com/wp-content/uploads/2023/01/grandma-granddaughter-activities.jpg
kitchen,oshxona,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/kitchen--_gb_1.mp3,https://top-shelf.de/cdn/shop/products/nobilia-Winkelkueche-Eckkueche-Nordic-782-Lack-Weiss-matt-365x245-cm-konfigurierbar-mit-E-Geraeten_1200x.jpg?v=1685192880
plan,reja,,Thanks but I'm afraid I have plans today,https://ssl.gstatic.com/dictionary/static/sounds/oxford/plan--_gb_1.mp3,https://images.pexels.com/photos/733857/pexels-photo-733857.jpeg?auto=compress&cs=tinysrgb&h=350
restaurant,restoran,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/restaurant--_gb_1.mp3,https://www.rijksmuseum.nl/assets/6c9b72ab-e13e-42d2-96a8-4c1e9c74886e?w=1920&h=1080&fx=3470&fy=2313&c=3402293bae6ec2b082e7f3ea0eed4b734dcaa06f5a3660bde539364fa011a3c7
bucket,chelak,ведро,He put his hand in a bucket of ice.,,
furniture,mebel,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/furniture--_gb_1.mp3,https://www.imaitaly.biz/wp-content/uploads/2017/11/slide-arredo.jpg
opal,opal toshi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/opal--_gb_1.mp3,https://opal-schmiede.com/media/c8/1f/43/1701191229/TO00533_1_welo-opal-tropfen_opale-sicher-online-bestellen.webp
opposite,qarama-qarshi,напротив,The building is opposite a 24-hour garage.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/opposite--_gb_1.mp3,https://images.pexels.com/photos/4098366/pexels-photo-4098366.jpeg?auto=compress&cs=tinysrgb&h=350
classroom,sinfxona,классная комната,The classroom is cold today.,,
on,ustida,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/on--_gb_1.mp3,https://i.pinimg.com/736x/01/47/2e/01472e0a2a3d7bd7f1ce8f0dcf75cbdb.jpg
ruins,qoldiqlar,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/ruins--_gb_1.mp3,https://afar.brightspotcdn.com/dims4/default/cc61313/2147483647/strip/true/crop/3000x2000+0+0/resize/800x533!/quality/90/?url=https%3A%2F%2Fk3-prod-afar-media.s3.us-west-2.amazonaws.com%2Fbrightspot%2Fcc%2Fb1%2Fde6941c820011fead052a632f204%2Foriginal-shut
guest house,mehmon uyi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/guest house--_gb_1.mp3,https://cf.bstatic.com/xdata/images/hotel/max1024x768/326573430.jpg?k=24a84b5d3bacbd9d83dbd03034de6a582bda4429d1814bb77ea8faac30ed04e7&o=&hp=1
passport,pasport,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/passport--_gb_1.mp3,https://media.istockphoto.com/id/157502440/de/foto/passport-usa-beschneidungspfad.jpg?s=170667a&w=is&k=20&c=qEQbcFIZWuyhZ2VuWxcRJHSmM0_51_FWSq2oFFLD0MM=
mountain,tog',,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/mountain--_gb_1.mp3,"https://hips.hearstapps.com/hmg-prod/images/alpe-di-siusi-sunrise-with-sassolungo-or-langkofel-royalty-free-image-1623254127.jpg?crop=1xw:1xh;center,top&resize=980:*"
worth,arzishga arziydi,стоит,It’s definitely not worth the money.,,
sister,opa/singil,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sister--_gb_1.mp3,https://www.sheknows.com/wp-content/uploads/2018/08/abyhzoa0kkom7exoer2r.jpeg?w=3000
living room,mehmonxona,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/living room--_gb_1.mp3,https://www.marthastewart.com/thmb/lxfu2-95SWCS0jwciHs1mkbsGUM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/modern-living-rooms-wb-1-bc45b0dc70e541f0ba40364ae6bd8421.jpg
