word,uzbek,rus,example,audio_url,image_url
individual,individ,индивидуальный,There’s usually a team that is working with the individual.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/individual--_gb_1.mp3,https://images.pexels.com/photos/4016528/pexels-photo-4016528.jpeg?auto=compress&cs=tinysrgb&h=350
living room,mehmonxona,гостиная,"In my flat, there is a living room.",https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056269193-lauren.mp3,https://images.pexels.com/photos/112811/pexels-photo-112811.jpeg?auto=compress&cs=tinysrgb&h=350
hairdresser’s,soch oladigan joy,парикмахерская,"There’s a swimming pool, a hairdresser’s and bedrooms.",https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056277760-lauren.mp3,https://images.pexels.com/photos/34865582/pexels-photo-34865582.jpeg?auto=compress&cs=tinysrgb&h=350
artist,rassom,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/artist--_gb_1.mp3,https://www.1st-art-gallery.com/media/magefan_blog/artist-draws-a-work-of-art.jpg
swimming pool,suzish hovuzi,бассейн,There’s an underground swimming pool.,https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056215003-lauren.mp3,https://images.pexels.com/photos/97047/pexels-photo-97047.jpeg?auto=compress&cs=tinysrgb&h=350
tiny,juda kichik,,My car is really tiny!,https://ssl.gstatic.com/dictionary/static/sounds/oxford/tiny--_gb_1.mp3,https://images.pexels.com/photos/1420769/pexels-photo-1420769.jpeg?auto=compress&cs=tinysrgb&h=350
business management,biznes boshqaruvi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/business management--_gb_1.mp3,https://mrcollege.ac.uk/wp-content/uploads/2018/12/business-management-skills-.jpg
bathroom,hammom,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/bathroom--_gb_1.mp3,http://www.armacmartin.com/cdn/shop/articles/unnamed_a2f1f6db-b1d0-4d46-a7a8-cf07bbc91a2d.jpg?v=1748849812
worried,xavotirlangan,обеспокоенный,Are you worried about the local area?,https://ssl.gstatic.com/dictionary/static/sounds/oxford/worried--_gb_1.mp3,https://images.pexels.com/photos/133021/pexels-photo-133021.jpeg?auto=compress&cs=tinysrgb&h=350
progress,rivojlanish,прогресс,They met again to talk about their progress.,,
street life,ko‘cha hayoti,уличная жизнь,We think it’s the best way to see the street life of the city.,,
broken,singan / ishlamayapti,������,The phone in my room is broken.,,
guest,mehmon,�����,Is there free Wi-Fi for guests?,,
cereal,boshoqli ekin,,Ieat cereal for breakfast every morning,https://ssl.gstatic.com/dictionary/static/sounds/oxford/cereal--_gb_1.mp3,https://images.pexels.com/photos/1380983/pexels-photo-1380983.jpeg?auto=compress&cs=tinysrgb&h=350
bed,yotoq,,,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/bed00001.mp3,"https://m.media-amazon.com/images/I/81QZa4gzVdL._UF894,1000_QL80_.jpg"
bed,karavot,кровать,There’s a small table next to my bed.,,
return,qaytish,обратный,Would you like a single or return?,,
unemployed,ishsiz,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/unemployed--_gb_1.mp3,https://images.foolproofonline.info/images/hireme.m3-w800-16-9.jpg
popular,ommalashgan,популярный,They were very popular with people watching.,,
shorts,shortik,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/shorts--_gb_1.mp3,https://images.pexels.com/photos/2463256/pexels-photo-2463256.jpeg?auto=compress&cs=tinysrgb&h=350
window,deraza,окно,There’s a table under the window.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/window--_gb_1.mp3,https://images.pexels.com/photos/950054/pexels-photo-950054.jpeg?auto=compress&cs=tinysrgb&h=350
east,sharq,восток,The east of the country is quite cold.,,
spend,sarflamoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/spend--_gb_1.mp3,https://images.pexels.com/photos/4386471/pexels-photo-4386471.jpeg?auto=compress&cs=tinysrgb&h=350
judo,dzyudo,дзюдо,We do judo every Wednesday.,,
studio flat,studiya kvartira,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/studio flat--_gb_1.mp3,https://www.walnutcapital.com/files/blog/items/1086/lh-downtown-studio-justin-commonwealth-studio-3-staged-corrected-2-ds-4-1623328187.jpg
market,bozor,рынок,It’s behind the market.,,
product,mahsulot,продукт,Their first product was an electric rice cooker.,,
guide,gid,гид,Sometimes I go on a tour with a guide.,,
correctly,to‘g‘ri qilib,правильно,Maria answers correctly.,,
ingredient,ingredient,ингредиент,Have you bought the ingredients?,,
