word,uzbek,rus,example,audio_url,image_url
car,mashina,машина,I go to work by car and it takes about an hour.,,
guide,yo'lboshchi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/guide--_gb_1.mp3,https://plus.unsplash.com/premium_photo-1718146018997-a1059f9f9420?fm=jpg&q=60&w=3000&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8dG91ciUyMGd1aWRlfGVufDB8fDB8fHww
shopping centre,sotuv markazi,,,,https://images.pexels.com/photos/15128137/pexels-photo-15128137.jpeg?auto=compress&cs=tinysrgb&h=350
library,kutubxona,библиотека,"Excuse me, where’s the library?",https://ssl.gstatic.com/dictionary/static/sounds/oxford/library--_gb_1.mp3,https://images.pexels.com/photos/159711/books-bookstore-book-reading-159711.jpeg?auto=compress&cs=tinysrgb&h=350
large,katta,большой,Mount Kilimanjaro is one of the largest volcanoes.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/large--_gb_1.mp3,https://images.pexels.com/photos/813011/pexels-photo-813011.jpeg?auto=compress&cs=tinysrgb&h=350
naughty,sharxcha (qo‘pol),непослушный,My son was very naughty.,,
call,chaqirmoq,звать/называть,His boss called the owner of the bag.,,
frying pan,qovurish tovasi,сковорода,I have one frying pan and two saucepans.,,
accent,ohang,акцент,She's got a really strong accent.,,
trousers,shim,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/trousers--_gb_1.mp3,https://images.pexels.com/photos/1082526/pexels-photo-1082526.jpeg?auto=compress&cs=tinysrgb&h=350
saucepan,qozon,кастрюля,I’ve got three saucepans in my kitchen.,,
visit,tashrif buyurmoq,посетить,So can people visit the place?,https://ssl.gstatic.com/dictionary/static/sounds/oxford/visit--_gb_1.mp3,https://images.pexels.com/photos/34877282/pexels-photo-34877282.jpeg?auto=compress&cs=tinysrgb&h=350
Turkish,turk,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/turkish--_gb_1.mp3,https://idsb.tmgrup.com.tr/ly/uploads/images/2021/09/28/148024.jpeg
swim,suzmoq,плавать,I swim every Saturday morning.,,
bark,vovullamoq,лаять,My neighbour’s dog barks very loudly.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/bark--_gb_1.mp3,https://images.pexels.com/photos/207328/pexels-photo-207328.jpeg?auto=compress&cs=tinysrgb&h=350
broke,sindirdi,сломал,It wasn’t me! He broke it.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/broke--_gb_1.mp3,https://images.pexels.com/photos/910122/pexels-photo-910122.jpeg?auto=compress&cs=tinysrgb&h=350
