word,uzbek,rus,example,audio_url,image_url
prepare,tayyorlamoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/prepare--_gb_1.mp3,https://drbirdybooks.com/wp-content/uploads/2024/06/prepare.jpg
part-time,yarim stavka,,My grandmother works part-time as a cleaner,https://f50ba41c-af49-4f28-a1bc-022f03019da2.srvstatic.uz/speaking-tts-audio/tts-1770056119125-lauren.mp3,https://images.pexels.com/photos/6195289/pexels-photo-6195289.jpeg?auto=compress&cs=tinysrgb&h=350
start,boshlamoq,начинать,He started to clean his cab.,,
building,bino,здание,It’s a modern building.,,
dishwasher,idish yuvish mashinasi,,The dishwasher is under the sink.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/dishwasher--_gb_1.mp3,https://images.pexels.com/photos/5018049/pexels-photo-5018049.jpeg?auto=compress&cs=tinysrgb&h=350
interesting,qiziqarli,интересный,The sculptures were very interesting.,,
great,"ajoyib, zor",,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/great--_gb_1.mp3,https://images.pexels.com/photos/3769702/pexels-photo-3769702.jpeg?auto=compress&cs=tinysrgb&h=350
culture,madaniyat,культура,"For me, holidays are about culture.",,
sightseeing,sayohat qilish,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/sightseeing--_gb_1.mp3,https://www.travelscout24.de/wp-content/uploads/sites/14/Sightseeing.jpg
main course,asosiy taom,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/main course--_gb_1.mp3,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/partridge-in-cider-with-apples-celery-dd0f3c6.jpg?quality=90&resize=879,799"
carefully,ehtiyotkorlik bilan,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/carefully--_gb_1.mp3,https://images.pexels.com/photos/7256269/pexels-photo-7256269.jpeg?auto=compress&cs=tinysrgb&h=350
founder,asoschi,основатель,He was the founder of Sony.,,
takeaway food,buyurtma ovqat,,Home deliveries and takeaway food businesses will continue.,https://audio12.forvo.com/mp3/9945671/39/9945671_39_6777258.mp3,https://droppe.com/blog-admin/wp-content/uploads/2025/01/takeaway-food-packaging-for-home-delivery.webp
sweet,shirin,сладкий,This jam is very sweet.,,
grandfather,buva,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/grandfather--_gb_1.mp3,https://t3.ftcdn.net/jpg/01/38/35/70/360_F_138357084_bZEARpEEMBHbTWdBgYFvNWA1IZF8tkuL.jpg
saw,ko‘rdi (see),видел,I saw him outside the cinema.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/saw--_gb_1.mp3,https://images.pexels.com/photos/5089178/pexels-photo-5089178.jpeg?auto=compress&cs=tinysrgb&h=350
supermarket,supermarket,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/supermarket--_gb_1.mp3,https://www.citronhygiene.com/wp-content/uploads/2022/08/booth-branding-business-buy-264636-scaled-2.jpg
tourist,sayyoh,турист,There aren’t any tourists there.,,
amazing,ajoyib,удивительный,India is amazing!,,
nurse,hamshira,,she works in a hospital as a nurse,https://ssl.gstatic.com/dictionary/static/sounds/oxford/nurse--_gb_1.mp3,https://images.pexels.com/photos/1350560/pexels-photo-1350560.jpeg?auto=compress&cs=tinysrgb&h=350
future,kelajak,будущее,It’s a science-fiction film set in the future.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/future--_gb_1.mp3,https://images.pexels.com/photos/8386356/pexels-photo-8386356.jpeg?auto=compress&cs=tinysrgb&h=350
open,ochmoq,открывать,She opened the window.,,
virtual,virtual,виртуальный,I’m here today to try the ‘virtual mirror’.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/virtual--_gb_1.mp3,https://images.pexels.com/photos/3761125/pexels-photo-3761125.jpeg?auto=compress&cs=tinysrgb&h=350
broken,singan / ishlamayapti,������,The phone in my room is broken.,,
go fishing,baliq ovlamoq,рыбачить,I like to go fishing with my uncle.,,
run,yugurmoq,бежать,Fauja didn’t run marathons when he was young.,,
builder,quruvchi,,my brother's a builder,https://ssl.gstatic.com/dictionary/static/sounds/oxford/builder--_gb_1.mp3,https://images.pexels.com/photos/585419/pexels-photo-585419.jpeg?auto=compress&cs=tinysrgb&h=350
careful,ehtiyotkor,осторожный,Be careful!,,
on,ustida,на,My bed is on a shelf.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/on--_gb_1.mp3,https://images.pexels.com/photos/3608056/pexels-photo-3608056.jpeg?auto=compress&cs=tinysrgb&h=350
beef,mol goâshti,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/beef--_gb_1.mp3,https://www.lovefoodhatewaste.com/sites/default/files/styles/16_9_two_column/public/2022-08/Beef-sh344681603.jpg.webp?itok=qenlRZUs
